World Tourism Organization (2018), Compendium of Tourism Statistics dataset [Electronic], UNWTO, Madrid, data updated on 19/09/2018.;;;;;;;;;;;;;;;;;;;;;;;;
Conceptual references and technical notes are available in the Methodological Notes to the Tourism Statistics Database:;;;;;;;;;;;;;;;;;;;;;;;;
http://statistics.unwto.org/news/2018-03-23/methodological-notes-tourism-statistics-database-2018-edition;;;;;;;;;;;;;;;;;;;;;;;;
Compendium of Tourism Statistics - Basic data and indicators;;;;;;;;;;;;;;;;;;;;;;;;
Series 3.4: Outbound tourism - Total expenditure - US$ Million;;;;;;;;;;;;;;;;;;;;;;;;
COD.;COUNTRY;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017
682;Saudi Arabia;..;..;..;..;..;..;..;7.370;4.165;..;..;..;21.031;16.005;21.312;22.076;18.202;17.986;18.648;25.137;20.366;17.671;18.745
686;Senegal;154;127;128;135;136;125;112;112;129;138;144;139;352;276;258;217;250;248;265;279;..;..;..
688;Serbia;..;..;..;..;..;..;..;105;144;208;260;322;1.203;1.448;1.105;1.103;1.263;1.188;1.290;1.360;1.254;1.351;1.548
690;Seychelles;34;31;31;29;28;44;41;53;54;53;59;56;73;64;56;63;65;58;62;65;54;92;104
694;Sierra Leone;51;37;18;13;44;35;42;39;38;30;34;15;17;24;26;22;26;32;71;45;34;37;..
702;Singapore;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
658;Sint Eustatius;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
663;Sint Maarten (Dutch Part);..;..;..;..;..;..;..;..;..;..;..;..;83;88;104;105;112;120;114;117;118;114;100
703;Slovakia;338;517;484;527;387;341;340;506;662;900;1.122;1.230;1.825;2.596;2.249;2.146;2.449;2.310;2.523;2.581;2.265;2.419;2.597
705;Slovenia;606;638;554;601;579;544;560;647;805;937;1.019;1.058;1.261;1.610;1.456;1.377;1.315;1.081;1.081;1.149;1.051;1.126;1.141
90;Solomon Islands;17;19;15;10;11;12;11;9;6;12;11;27;36;41;38;51;66;68;68;66;61;75;73
706;Somalia;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
710;South Africa;2.414;2.322;2.558;2.500;2.717;2.684;2.366;2.251;3.655;4.237;4.812;5.230;6.104;6.905;6.421;8.139;8.397;7.145;6.491;6.314;5.735;5.354;6.064
728;South Sudan;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;539;144;108
724;Spain;5.826;6.332;6.163;7.119;7.803;7.710;8.466;9.366;11.330;14.864;..;..;..;..;..;..;..;..;..;..;..;..;..
144;Sri Lanka;279;267;280;326;341;383;402;438;462;499;552;666;709;777;735;828;926;1.219;1.808;1.922;2.152;2.295;2.409
275;State Of Palestine;..;..;..;295;301;290;361;373;312;336;223;211;395;477;479;521;603;646;643;520;610;625;773
736;Sudan;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
740;Suriname;27;38;41;49;47;67;62;54;68;85;94;33;28;35;35;41;49;58;75;90;128;112;99
748;Swaziland;45;44;40;60;35;32;31;..;23;54;60;54;63;59;98;87;39;49;56;68;68;38;..
752;Sweden;6.816;7.642;6.850;8.591;8.927;8.959;7.916;8.221;9.375;11.088;11.088;11.159;13.646;14.622;12.075;13.973;..;..;..;..;..;..;..
756;Switzerland;9.478;9.798;8.944;8.754;7.646;7.360;7.085;7.210;8.614;9.924;10.548;11.134;12.236;13.282;12.990;13.460;16.483;17.980;19.093;19.940;18.761;18.846;19.494
760;Syrian Arab Republic;..;..;..;..;..;..;..;..;734;688;584;585;710;911;980;1.598;850;..;..;..;..;..;..
158;Taiwan Province Of China;9.487;9.106;9.288;8.395;8.722;9.531;8.691;8.229;7.402;9.376;10.047;10.406;10.729;10.710;8.668;10.700;11.701;12.444;14.158;15.952;17.438;19.284;..
762;Tajikistan;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;35;31;37;43;..;..;25;16
834;Tanzania, United Republic Of;..;..;424;521;403;369;363;361;375;470;577;571;616;746;806;861;928;1.003;1.101;1.206;1.329;919;..
764;Thailand;4.791;4.735;3.752;2.246;2.870;3.218;3.334;3.888;3.538;5.343;4.920;6.176;6.889;6.707;5.744;7.155;7.534;8.095;8.238;8.824;9.539;11.267;11.579
807;The Former Yugoslav Republic Of Macedonia;..;30;33;39;42;58;60;60;71;85;97;110;147;190;150;131;159;153;168;186;189;204;233
626;Timor-Leste;..;..;..;..;..;..;..;..;..;..;..;2;5;51;69;68;62;92;57;84;100;118;137
768;Togo;40;19;14;16;17;15;20;26;37;38;42;42;59;68;94;89;81;46;58;60;53;..;..
776;Tonga;..;..;..;..;..;..;..;..;13;16;16;15;17;25;19;20;27;29;31;28;30;..;..
780;Trinidad And Tobago;91;98;97;92;106;190;172;208;143;141;234;146;155;102;136;97;188;223;116;168;253;230;147
788;Tunisia;294;282;266;271;276;310;322;303;355;427;452;498;530;555;478;611;678;673;768;770;767;823;871
792;Turkey;..;..;..;..;..;..;..;..;..;..;3.563;3.517;4.254;4.509;5.061;5.817;5.372;4.585;5.253;5.475;5.683;5.025;5.181
795;Turkmenistan;..;74;127;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
796;Turks And Caicos Islands;153;174;235;194;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;7;7;7;..
798;Tuvalu;..;..;..;..;..;..;..;..;..;..;5;5;7;8;8;9;11;12;8;..;..;..;..
800;Uganda;..;..;..;..;..;..;..;..;..;158;185;196;220;315;351;464;540;642;349;342;278;290;311
804;Ukraine;..;405;462;487;460;561;676;794;953;2.660;3.078;3.202;4.022;4.585;3.751;4.134;4.829;5.536;6.300;5.470;5.408;6.306;7.543
784;United Arab Emirates;..;..;..;..;..;3.019;3.321;3.651;3.956;4.472;6.186;8.827;11.273;13.288;10.347;11.818;13.206;15.072;16.188;15.848;16.637;17.127;17.645
826;United Kingdom;30.749;32.298;35.954;41.458;45.536;47.009;46.410;51.125;58.627;69.076;74.930;80.040;90.243;88.204;66.017;66.252;69.526;70.829;72.758;82.212;82.824;79.371;..
840;United States Of America;61.042;65.477;71.948;78.423;82.513;91.473;85.610;81.860;82.091;94.764;101.421;106.848;112.788;119.838;102.953;110.049;116.448;129.902;130.148;140.558;150.044;160.937;173.919
850;United States Virgin Islands;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
858;Uruguay;332;339;391;..;..;381;338;243;236;267;331;305;354;466;442;549;797;1.043;1.504;1.604;1.388;1.139;1.356
860;Uzbekistan;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
548;Vanuatu;10;10;10;..;..;..;..;11;14;15;13;11;13;32;28;34;39;43;46;41;34;..;..
862;Venezuela, Bolivarian Republic Of;1.852;2.336;1.168;1.319;1.483;1.647;1.718;1.546;1.311;1.604;1.843;1.807;2.292;2.745;3.019;2.944;3.994;4.592;5.417;4.118;3.249;2.920;..
704;Viet Nam;..;..;..;..;..;..;..;..;..;..;900;1.050;1.220;1.300;1.100;1.470;1.710;1.856;2.050;2.650;3.595;4.560;..
886;Yemen;..;..;..;160;164;127;136;135;134;183;224;225;247;246;277;252;258;148;161;158;79;..;..
894;Zambia;..;..;83;81;100;102;102;109;115;86;87;92;120;164;143;167;223;303;357;378;400;423;410
716;Zimbabwe;106;118;120;131;..;..;..;..;..;..;..;..;..;..;167;203;317;387;441;451;557;406;..
